Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
2684,Spider-Man 3,Platform,T,PS2,Activision,Vicarious Visions,4.4,0.9,0.74,0.03,0.01,0.12,2007.0
2698,Castlevania: Circle of the Moon,Platform,T,GBA,Konami,KCEK,8.9,0.89,0.6,0.22,0.05,0.02,2001.0
2699,Pure,Racing,E,PS3,Disney Interactive Studios,Black Rock Studio,7.0,0.89,0.42,0.33,0.0,0.14,2008.0
2700,Ni no Kuni II: Revenant Kingdom,Role-Playing,T,PS4,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.31,0.12,0.13,2018.0
2703,Fire Emblem: The Sacred Stones,Strategy,E,GBA,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.16,0.3,0.02,2005.0
2711,Ace Combat 2,Simulation,T,PS,Namco,Namco,8.5,0.89,0.16,0.11,0.56,0.06,1997.0
2712,Dissidia 012: Duodecim Final Fantasy,Fighting,T,PSP,Square Enix,Square Enix,8.3,0.89,0.21,0.13,0.46,0.09,2011.0
2714,Resident Evil: Revelations,Action,M,3DS,Capcom,Capcom,7.8,0.89,0.3,0.23,0.3,0.05,2012.0
2722,Samba De Amigo,Misc,E,Wii,Sega,Gearbox Software,6.7,0.89,0.41,0.37,0.01,0.09,2008.0
2730,F1 2010,Racing,E,X360,Codemasters,Codemasters Birmingham,8.4,0.88,0.18,0.59,0.01,0.1,2010.0
2731,Call of Juarez: Bound in Blood,Shooter,M,PS3,Ubisoft,Techland,7.7,0.88,0.35,0.38,0.01,0.15,2009.0
2732,The Lord of the Rings: War in the North,Role-Playing,M,X360,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0.24,0.0,0.08,2011.0
2738,Sonic Chronicles: The Dark Brotherhood,Role-Playing,E,DS,Sega,BioWare Corp.,7.3,0.88,0.5,0.29,0.01,0.08,2008.0
2744,WWE SmackDown vs. Raw 2011,Fighting,T,X360,THQ,JAKKS Pacific,7.1,0.88,0.44,0.35,0.0,0.08,2010.0
2747,Metal Gear Ac!d,Strategy,M,PSP,Konami,Konami,7.4,0.87,0.32,0.26,0.12,0.17,2005.0
2754,Michael Jackson: The Experience,Misc,E10,X360,Ubisoft,Ubisoft Montreal,5.6,0.87,0.62,0.18,0.0,0.07,2011.0
2757,Sleeping Dogs,Action-Adventure,M,X360,Square Enix,United Front Games,7.9,0.87,0.38,0.4,0.01,0.08,2012.0
2763,Super Bomberman R,Puzzle,E10,NS,Konami Digital Entertainment,HexaDrive,6.3,0.87,0.31,0.32,0.19,0.06,2017.0
2766,Paper Mario: Color Splash,Action-Adventure,E,WiiU,Nintendo,Intelligent Systems,7.4,0.87,0.35,0.37,0.08,0.06,2016.0
2771,GRID,Racing,E,X360,Codemasters,Codemasters,8.7,0.87,0.33,0.44,0.01,0.09,2008.0
2773,Red Faction: Guerrilla,Shooter,M,X360,THQ,Volition Inc.,8.4,0.87,0.48,0.29,0.01,0.09,2009.0
2775,Mario Party: Star Rush,Party,E,3DS,Nintendo,"Nd Cube Co., Ltd.",6.2,0.87,0.25,0.37,0.2,0.05,2016.0
2778,Brothers In Arms: Hell's Highway,Shooter,M,X360,Ubisoft,Gearbox Software,7.6,0.87,0.47,0.3,0.0,0.09,2008.0
2779,Vagrant Story,Role-Playing,T,PS,Square EA,SquareSoft,9.3,0.87,0.3,0.2,0.3,0.06,2000.0
2781,Mercenaries 2: World in Flames,Shooter,T,PS3,Electronic Arts,Pandemic Studios,6.0,0.87,0.29,0.4,0.02,0.16,2008.0
2786,Endless Ocean: Blue World,Simulation,E10,Wii,Nintendo,Arika,7.6,0.87,0.46,0.22,0.12,0.06,2010.0
2789,Wii Fit U,Misc,E,WiiU,Nintendo,Nintendo,7.2,0.86,0.35,0.24,0.21,0.06,2014.0
2792,Tales of the Abyss,Role-Playing,T,3DS,Namco Bandai,Namco Tales Studio,7.3,0.86,0.45,0.2,0.15,0.06,2012.0
2795,Winning Eleven: Pro Evolution Soccer 2007,Sports,E,PSP,Konami,Konami Computer Entertainment Tokyo,8.2,0.86,0.01,0.72,0.12,0.01,2007.0
2807,Bayonetta 2,Action,M,WiiU,Nintendo,PlatinumGames,9.3,0.86,0.37,0.32,0.1,0.06,2014.0
2818,2010 FIFA World Cup South Africa,Sports,E,X360,EA Sports,EA Canada,8.4,0.85,0.32,0.42,0.02,0.09,2010.0
2821,Ninja Gaiden Sigma 2,Action,M,PS3,Tecmo Koei,Team Ninja,8.5,0.85,0.52,0.16,0.08,0.1,2009.0
2822,Street Fighter Alpha 2,Fighting,T,PS,Capcom,Capcom,8.2,0.85,0.14,0.09,0.57,0.06,1996.0
2825,Dragon Ball Z: Burst Limit,Fighting,T,PS3,Atari,Dimps Corporation,7.3,0.85,0.22,0.34,0.18,0.12,2008.0
2827,Army of Two: The 40th Day,Shooter,M,PS3,Electronic Arts,EA Montreal,7.1,0.85,0.44,0.27,0.01,0.13,2010.0
2839,The House of the Dead: Overkill,Shooter,M,Wii,Sega,Headstrong Games,7.9,0.85,0.44,0.3,0.02,0.09,2009.0
2841,Darksiders II,Action-Adventure,M,PS3,THQ,Vigil Games,8.3,0.85,0.35,0.37,0.01,0.13,2012.0
2844,Sniper Elite V2,Shooter,M,X360,505 Games,Rebellion Developments,7.0,0.84,0.46,0.28,0.02,0.08,2012.0
2845,Xenoblade Chronicles X,Role-Playing,T,WiiU,Nintendo,Monolith Soft,8.1,0.84,0.34,0.29,0.15,0.06,2015.0
2846,NBA 2K10,Sports,E,PS3,2K Sports,Visual Concepts,8.2,0.84,0.75,0.01,0.01,0.07,2009.0
2849,Skate 2,Sports,T,PS3,Electronic Arts,EA Black Box,8.2,0.84,0.46,0.25,0.01,0.12,2009.0
2853,ZombiU,Action,M,WiiU,Ubisoft,Ubisoft Montpellier,6.9,0.84,0.35,0.37,0.05,0.07,2012.0
2858,Rogue Galaxy,Role-Playing,T,PS2,Sony Computer Entertainment,Level 5,8.3,0.84,0.24,0.16,0.39,0.05,2007.0
2872,Ace Combat 3: Electrosphere,Simulation,E,PS,Namco,Namco,7.6,0.83,0.22,0.15,0.4,0.05,2000.0
2873,Time Crisis 4,Shooter,T,PS3,Namco Bandai,Bandai Namco Games,6.1,0.83,0.32,0.32,0.05,0.14,2007.0
2878,Stranglehold,Shooter,M,X360,Midway Games,Midway Games,8.0,0.83,0.41,0.33,0.01,0.09,2007.0
2881,Dragon Age II,Role-Playing,M,PS3,Electronic Arts,BioWare Corp.,7.7,0.83,0.4,0.26,0.05,0.12,2011.0
2887,Sniper: Ghost Warrior,Shooter,M,PS3,City Interactive,City Interactive,4.5,0.83,0.3,0.35,0.04,0.14,2011.0
2894,Dragon Ball: Raging Blast 2,Fighting,T,PS3,Namco Bandai,Spike,6.0,0.83,0.43,0.19,0.11,0.1,2010.0
2899,Sid Meier's Civilization Revolution,Strategy,E10,X360,2K Games,Firaxis Games,8.4,0.83,0.58,0.17,0.0,0.07,2008.0
2919,The Lord of the Rings: War in the North,Role-Playing,M,PS3,Warner Bros. Interactive,Snowblind Studios,6.5,0.82,0.25,0.43,0.01,0.12,2011.0
2920,Patapon,Platform,E,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.7,0.82,0.33,0.25,0.07,0.17,2008.0
2921,The Crew 2,Racing,T,PS4,Ubisoft,Ivory Tower,6.5,0.82,0.22,0.42,0.05,0.12,2018.0
2924,Shin Megami Tensei: Persona 4,Role-Playing,M,PS2,Atlus,Atlus,9.2,0.82,0.34,0.04,0.36,0.08,2008.0
2926,Professor Layton vs Ace Attorney,Adventure,T,3DS,Nintendo,Level 5,8.1,0.82,0.2,0.27,0.3,0.04,2014.0
2933,Tales of Destiny II,Role-Playing,T,PS,Namco,Telenet Japan / Wolfteam,7.5,0.81,0.06,0.04,0.66,0.05,2001.0
2939,Valkyrie Profile,Role-Playing,T,PS,Enix,tri-Ace,8.1,0.81,0.07,0.05,0.63,0.05,2000.0
2940,Shaun White Snowboarding,Sports,T,X360,Ubisoft,Ubisoft Montreal,6.2,0.81,0.48,0.25,0.0,0.08,2008.0
2948,Pro Evolution Soccer 2010,Sports,E,X360,Konami,Konami,7.0,0.81,0.12,0.58,0.03,0.08,2009.0
2965,Golden Sun: Dark Dawn,Role-Playing,E10,DS,Nintendo,Camelot Software Planning,8.0,0.81,0.53,0.1,0.13,0.05,2010.0
2975,DiRT 2,Racing,T,X360,Codemasters,Codemasters,8.8,0.8,0.32,0.39,0.0,0.09,2009.0
2981,Mario & Sonic at the Sochi 2014 Olympic Winter Games,Sports,E,WiiU,Nintendo,Sega Sports R&D,5.9,0.8,0.37,0.23,0.14,0.06,2013.0
2989,PES 2009: Pro Evolution Soccer,Sports,E,PSP,Konami,Konami,7.3,0.8,0.04,0.33,0.26,0.17,2008.0
3003,Dead Island: Riptide,Misc,M,X360,Deep Silver,Techland,5.6,0.79,0.44,0.27,0.01,0.07,2013.0
3006,Darksiders II,Action-Adventure,M,X360,THQ,Vigil Games,8.6,0.79,0.45,0.27,0.0,0.07,2012.0
3017,The Godfather II,Adventure,M,X360,Electronic Arts,EA Redwood Shores,6.2,0.79,0.47,0.23,0.01,0.08,2009.0
3022,Star Ocean: The Last Hope,Role-Playing,T,X360,Square Enix,tri-Ace,7.3,0.79,0.32,0.2,0.21,0.06,2009.0
3026,MadWorld,Action,M,Wii,Sega,PlatinumGames,8.1,0.78,0.45,0.24,0.02,0.07,2009.0
3030,Too Human,Role-Playing,T,X360,Microsoft Game Studios,Silicon Knights,6.5,0.78,0.38,0.3,0.03,0.08,2008.0
3038,The World Ends With You,Role-Playing,T,DS,Square Enix,Square Enix,8.6,0.78,0.49,0.04,0.21,0.04,2008.0
3041,Naruto Shippuden: Ultimate Ninja Storm 2,Fighting,T,X360,Namco Bandai,CyberConnect2,7.6,0.78,0.43,0.27,0.01,0.07,2010.0
3043,Tom Clancy's Splinter Cell: Double Agent,Action,M,X360,Ubisoft,Ubisoft Shanghai,8.5,0.78,0.67,0.04,0.01,0.06,2006.0
3045,Sid Meier's Civilization Revolution,Strategy,E10,PS3,2K Games,Firaxis Games,8.4,0.78,0.49,0.19,0.01,0.09,2008.0
3055,Need for Speed: ProStreet,Racing,E,PSP,Electronic Arts,EA Black Box,5.6,0.78,0.24,0.33,0.01,0.19,2008.0
3075,Perfect Dark Zero,Shooter,M,X360,Microsoft Game Studios,Rare Ltd.,8.1,0.77,0.66,0.02,0.03,0.06,2005.0
3080,Ghost Squad,Shooter,T,Wii,Sega,Polygon Magic,7.0,0.77,0.42,0.21,0.08,0.07,2007.0
3089,The Sims 3,Simulation,T,3DS,Electronic Arts,The Sims Studio,5.6,0.77,0.3,0.38,0.03,0.07,2011.0
3092,Dragon Ball: Raging Blast,Fighting,T,PS3,Namco Bandai,Spike,5.6,0.77,0.37,0.19,0.11,0.1,2009.0
3093,Need for Speed: Undercover,Racing,T,PSP,Electronic Arts,Piranha Games,5.4,0.77,0.23,0.32,0.03,0.19,2008.0
3098,Donkey Kong Country 3,Platform,E,GBA,Nintendo,Rare Ltd.,7.5,0.77,0.45,0.17,0.14,0.01,2005.0
3101,Unlimited Saga,Role-Playing,T,PS2,Square Enix,SquareSoft,4.9,0.77,0.1,0.08,0.56,0.03,2003.0
3102,Pokemon Dash,Racing,E,DS,Nintendo,Ambrella,5.3,0.77,0.21,0.14,0.38,0.04,2005.0
3111,Resident Evil: Revelations,Action,M,PS3,Capcom,Capcom,7.6,0.76,0.14,0.32,0.22,0.09,2013.0
3114,Banjo-Kazooie: Nuts & Bolts,Platform,E10,X360,Microsoft Game Studios,Rare Ltd.,8.0,0.76,0.32,0.35,0.0,0.08,2008.0
3132,PokePark 2: Wonders Beyond,Action-Adventure,E,Wii,Nintendo,Creatures Inc.,6.5,0.76,0.26,0.19,0.27,0.04,2012.0
3136,Marvel vs. Capcom 2,Fighting,T,PS2,Capcom,Capcom,8.2,0.76,0.31,0.24,0.13,0.08,2002.0
3139,Lost Planet 2,Shooter,T,X360,Capcom,Capcom,6.5,0.76,0.38,0.24,0.08,0.06,2010.0
3143,Kane & Lynch: Dead Men,Shooter,M,X360,Eidos Interactive,IO Interactive,6.8,0.76,0.36,0.31,0.01,0.08,2007.0
3151,LEGO City Undercover,Platform,E10,PS4,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.75,0.17,0.46,0.01,0.12,2017.0
3152,Genji: Days of the Blade,Action,T,PS3,Sony Computer Entertainment,Game Republic,5.0,0.75,0.18,0.38,0.06,0.14,2006.0
3157,Fire Emblem Echoes: Shadows of Valentia,Role-Playing,T,3DS,Nintendo,Intelligent Systems,8.3,0.75,0.34,0.16,0.21,0.05,2017.0
3164,Kane & Lynch: Dead Men,Shooter,M,PS3,Eidos Interactive,IO Interactive,6.8,0.75,0.29,0.32,0.01,0.13,2007.0
3170,Zone of the Enders,Simulation,M,PS2,Konami,Konami Computer Entertainment Japan,7.5,0.75,0.3,0.24,0.13,0.08,2001.0
3177,FIFA 19,Sports,E,NS,Electronic Arts,EA Sports,5.9,0.75,0.18,0.47,0.06,0.05,2018.0
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,Fighting,T,PS2,Capcom,Capcom,7.9,0.75,0.22,0.17,0.3,0.06,2001.0
3186,Final Fantasy Tactics A2: Grimoire of the Rift,Role-Playing,E10,DS,Square Enix,Square Enix,8.1,0.75,0.38,0.03,0.3,0.04,2008.0
3189,Turok,Shooter,M,X360,Touchstone,Propaganda Games,6.6,0.75,0.46,0.2,0.01,0.07,2008.0
3196,Ace Combat: Assault Horizon,Action,T,PS3,Namco Bandai,Project ACES,7.5,0.74,0.3,0.16,0.22,0.07,2011.0
3197,The Godfather II,Adventure,M,PS3,Electronic Arts,EA Redwood Shores,6.4,0.74,0.41,0.21,0.01,0.1,2009.0
3202,Red Faction: Guerrilla,Shooter,M,PS3,THQ,Volition Inc.,8.6,0.74,0.33,0.27,0.02,0.12,2009.0
3214,Tales of Vesperia,Role-Playing,T,X360,Namco Bandai,Namco Tales Studio,8.1,0.74,0.32,0.18,0.19,0.05,2008.0
3215,Resonance of Fate,Role-Playing,T,PS3,Sega,tri-Ace,7.5,0.74,0.2,0.22,0.24,0.08,2010.0
3216,Sonic Forces,Platform,E10,NS,Sega,Sonic Team,5.4,0.74,0.39,0.27,0.01,0.06,2017.0
3225,Brink,Shooter,T,PS3,Bethesda Softworks,Splash Damage,7.1,0.73,0.29,0.32,0.01,0.12,2011.0
3251,Star Ocean: The Last Hope International,Role-Playing,T,PS3,Square Enix,tri-Ace,8.1,0.73,0.28,0.15,0.22,0.07,2010.0
3252,Katamari Damacy,Puzzle,E,PS2,Namco,Namco,8.5,0.73,0.47,0.02,0.17,0.08,2004.0
3264,Monster Hunter Generations Ultimate,Action,T,NS,Capcom,Capcom,7.7,0.72,0.27,0.14,0.27,0.04,2018.0
3278,Kirby: Canvas Curse,Platform,E,DS,Nintendo,HAL Laboratory,8.9,0.72,0.36,0.0,0.32,0.03,2005.0
3287,Blur,Racing,E10,PS3,Activision,Bizarre Creations,8.3,0.72,0.22,0.37,0.02,0.12,2010.0
3293,F1 2011,Racing,E,X360,Codemasters,Codemasters Birmingham,8.5,0.72,0.11,0.5,0.01,0.09,2011.0
3302,DiRT 3,Racing,T,X360,Codemasters,Codemasters,9.1,0.71,0.23,0.4,0.01,0.07,2011.0
3308,Astro Bot Rescue Mission,Platform,E10,PS4,Sony Interactive Entertainment,SIE Japan Studio,8.5,0.71,0.22,0.36,0.02,0.11,2018.0
3316,Yu-Gi-Oh! The Falsebound Kingdom,Strategy,E,GC,Konami,Konami,4.4,0.71,0.49,0.13,0.07,0.02,2003.0
3317,The LEGO Movie Videogame,Action-Adventure,E10,PS4,Warner Bros. Interactive Entertainment,TT Fusion,6.0,0.71,0.26,0.32,0.01,0.11,2014.0
3322,Blast Corps,Action,E,N64,Nintendo,Rare Ltd.,9.1,0.71,0.39,0.09,0.17,0.06,1997.0
3337,Catherine,Puzzle,M,PS3,Atlus,Atlus,7.9,0.71,0.3,0.15,0.2,0.06,2011.0
3340,Plants vs Zombies: Garden Warfare,Shooter,E10,XOne,Electronic Arts,PopCap Games,7.6,0.71,0.39,0.25,0.0,0.06,2014.0
3348,Ace Attorney Investigations: Miles Edgeworth,Adventure,T,DS,Capcom,Capcom,7.7,0.7,0.23,0.14,0.3,0.04,2010.0
3362,Infinite Undiscovery,Role-Playing,T,X360,Square Enix,tri-Ace,6.8,0.7,0.34,0.18,0.12,0.06,2008.0
3370,Chocobo's Dungeon 2,Role-Playing,E,PS,Square EA,SquareSoft,6.2,0.7,0.04,0.03,0.58,0.05,1999.0
3375,Ape Escape: On the Loose,Platform,E,PSP,Sony Computer Entertainment,SIMS,6.6,0.7,0.52,0.01,0.12,0.05,2005.0
3379,James Bond 007: Blood Stone,Action,T,PS3,Activision,Bizarre Creations,6.2,0.7,0.18,0.37,0.02,0.12,2010.0
3386,Monster Hunter Stories,Role-Playing,E10,3DS,Capcom,Marvelous,8.1,0.7,0.14,0.15,0.39,0.03,2017.0
3389,Driver: San Francisco,Racing,T,X360,Ubisoft,Ubisoft Reflections,8.1,0.7,0.25,0.37,0.0,0.07,2011.0
3390,Classic NES Series: Zelda II: The Adventure of Link,Adventure,E,GBA,Nintendo,Nintendo EAD,6.6,0.7,0.37,0.14,0.17,0.01,2004.0
3397,Metal Gear Solid: Portable Ops Plus,Action,T,PSP,Konami,Kojima Productions,6.9,0.69,0.26,0.01,0.26,0.17,2007.0
3405,The Evil Within,Misc,M,XOne,Bethesda Softworks,Tango Gameworks,7.9,0.69,0.36,0.27,0.0,0.06,2014.0
3407,The Sly Collection,Platform,E10,PS3,Sony Computer Entertainment,Sanzaru Games,8.7,0.69,0.52,0.08,0.01,0.08,2010.0
3414,Fortnite,Shooter,T,NS,Warner Bros. Interactive Entertainment,Epic Games,8.5,0.69,0.38,0.24,0.01,0.06,2018.0
3426,Mario Party: The Top 100,Misc,E,3DS,Nintendo,"Nd Cube Co., Ltd.",5.0,0.69,0.23,0.17,0.24,0.04,2017.0
3433,Test Drive Unlimited 2,Racing,T,X360,Atari,Eden Studios,6.8,0.68,0.3,0.32,0.0,0.06,2011.0
3434,Hot Shots Golf: Open Tee 2,Sports,E,PSP,Sony Computer Entertainment,Clap Hanz,8.0,0.68,0.21,0.11,0.28,0.08,2008.0
3437,Rayman Legends,Platform,E10,WiiU,Ubisoft,Ubisoft Montpellier,9.5,0.68,0.25,0.35,0.03,0.05,2013.0
3438,The Last Remnant,Role-Playing,M,X360,Square Enix,Square Enix,6.5,0.68,0.25,0.2,0.18,0.06,2008.0
3452,Bushido Blade 2,Fighting,T,PS,Square EA,Light Weight,7.5,0.68,0.25,0.17,0.22,0.04,1998.0
3453,Suikoden II,Role-Playing,T,PS,Konami,Konami,8.5,0.68,0.15,0.1,0.38,0.04,1999.0
3460,.hack//Mutation Part 2,Role-Playing,T,PS2,Bandai,CyberConnect2,7.5,0.68,0.23,0.18,0.2,0.06,2003.0
3468,Spider-Man 3,Platform,T,PS3,Activision,Treyarch,6.6,0.67,0.26,0.29,0.02,0.11,2007.0
3480,Diablo III: Eternal Collection,Action,M,NS,Blizzard Entertainment,Blizzard Entertainment,9.0,0.67,0.38,0.22,0.01,0.06,2018.0
3490,Wild ARMs 2,Role-Playing,E,PS,Sony Computer Entertainment,Media.Vision,6.5,0.67,0.19,0.13,0.31,0.04,2000.0
3506,Final Fantasy Crystal Chronicles: Ring of Fates,Role-Playing,E10,DS,Square Enix,Square Enix,7.7,0.66,0.22,0.01,0.42,0.02,2008.0
3521,2014 FIFA World Cup Brazil,Sports,E,PS3,EA Sports,EA Canada,7.9,0.66,0.15,0.4,0.01,0.1,2014.0
3526,Castlevania: Lords of Shadow,Action,M,X360,Konami,Mercury Steam,7.9,0.66,0.42,0.17,0.01,0.05,2010.0
3550,Fist of the North Star: Ken's Rage,Action,M,PS3,Tecmo Koei,Tecmo Koei Games,4.8,0.66,0.06,0.03,0.55,0.01,2010.0
3555,Suikoden IV,Role-Playing,T,PS2,Konami,Konami Computer Entertainment Tokyo,6.3,0.66,0.17,0.13,0.3,0.05,2005.0
3556,Gods Eater Burst,Action,T,PSP,D3 Publisher,Shift,7.1,0.66,0.03,0.0,0.62,0.0,2011.0
3563,Shaun White Snowboarding,Sports,T,PS3,Ubisoft,Ubisoft Montreal,6.0,0.66,0.31,0.24,0.01,0.1,2008.0
3568,Dead or Alive 5,Fighting,M,PS3,Tecmo Koei,Team Ninja,7.6,0.65,0.23,0.15,0.21,0.07,2015.0
3570,Radiata Stories,Role-Playing,T,PS2,Square Enix,tri-Ace,7.7,0.65,0.18,0.14,0.29,0.05,2005.0
3575,F-Zero GX,Racing,T,GC,Nintendo,Amusement Vision,8.4,0.65,0.41,0.11,0.12,0.02,2003.0
3593,007: Quantum of Solace,Shooter,T,Wii,Activision,Beenox,5.6,0.65,0.29,0.28,0.01,0.07,2008.0
3607,LEGO City Undercover,Platform,E10,NS,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.65,0.23,0.33,0.03,0.05,2017.0
3608,Star Ocean: First Departure,Role-Playing,T,PSP,Square Enix,TOSE Software,7.5,0.65,0.2,0.14,0.22,0.09,2008.0
3618,Shin Megami Tensei: Persona 3 Portable,Role-Playing,M,PSP,Atlus,Atlus Co.,8.9,0.64,0.18,0.07,0.34,0.05,2010.0
3622,Sengoku Basara: Samurai Heroes,Action,T,PS3,Capcom,Capcom,6.1,0.64,0.17,0.04,0.4,0.02,2010.0
3625,New Play Control! Pikmin,Strategy,E,Wii,Nintendo,Nintendo EAD,7.7,0.64,0.28,0.13,0.19,0.04,2009.0
3627,Dragon Ball: Raging Blast 2,Fighting,T,X360,Namco Bandai,Spike,6.0,0.64,0.49,0.09,0.01,0.05,2010.0
3633,Castlevania,Platform,T,N64,Konami,KCEK,7.6,0.64,0.44,0.1,0.04,0.05,1999.0
3638,Dead Island: Riptide,Action,M,PS3,Deep Silver,Techland,6.6,0.64,0.26,0.21,0.07,0.1,2013.0
3651,Lost Planet: Extreme Condition,Shooter,T,PS3,Capcom,Capcom,6.3,0.64,0.31,0.17,0.07,0.08,2008.0
3660,White Knight Chronicles II,Role-Playing,T,PS3,D3 Publisher,Level 5,5.4,0.63,0.23,0.09,0.27,0.04,2011.0
3678,LEGO The Incredibles,Action,E10,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,0.63,0.35,0.21,0.01,0.06,2018.0
3693,Ape Escape 2,Platform,E,PS2,Ubisoft,SCE Japan Studio,8.0,0.63,0.12,0.09,0.38,0.03,2003.0
3696,Shin Megami Tensei: Persona 3 FES,Role-Playing,M,PS2,Atlus,Atlus,8.7,0.63,0.22,0.2,0.16,0.05,2008.0
3700,Okami,Adventure,T,PS2,Capcom,Clover Studio,9.4,0.63,0.11,0.03,0.15,0.34,2006.0
3704,Tony Hawk's Project 8,Sports,T,PS3,Activision,Neversoft Entertainment,7.9,0.63,0.3,0.23,0.01,0.1,2006.0
3706,NieR,Role-Playing,M,PS3,Square Enix,Cavia Inc.,6.6,0.63,0.17,0.19,0.2,0.07,2010.0
3709,Test Drive Unlimited 2,Racing,T,PS3,Atari,Eden Studios,6.9,0.63,0.16,0.35,0.01,0.11,2011.0
3720,Wild ARMs 3,Role-Playing,T,PS2,Sony Computer Entertainment,Media.Vision,7.6,0.62,0.16,0.13,0.29,0.04,2002.0
3726,Donkey Kong Barrel Blast,Racing,E,Wii,Nintendo,Paon Corporation,4.8,0.62,0.19,0.26,0.11,0.06,2007.0
3727,Jak and Daxter: The Lost Frontier,Platform,E10,PSP,Sony Computer Entertainment,High Impact Games,7.5,0.62,0.18,0.28,0.0,0.16,2009.0
3732,Red Steel 2,Shooter,T,Wii,Ubisoft,Ubisoft Paris,7.8,0.62,0.35,0.21,0.01,0.06,2010.0
3734,Viewtiful Joe,Action,T,GC,Capcom,Clover Studio,9.4,0.62,0.38,0.1,0.12,0.02,2003.0
3752,Prince of Persia: The Forgotten Sands,Action,T,X360,Ubisoft,Ubisoft Montreal,7.5,0.62,0.3,0.26,0.0,0.06,2010.0
3757,Phoenix Wright: Ace Attorney - Trials and Tribulations,Adventure,T,DS,Capcom,Capcom,7.9,0.62,0.3,0.03,0.25,0.03,2007.0
3767,NBA 2K9,Sports,E,PS3,2K Sports,Visual Concepts,8.3,0.62,0.56,0.0,0.0,0.05,2008.0
3768,Dragon Ball Z: Ultimate Tenkaichi,Fighting,T,PS3,Namco Bandai,Spike,5.0,0.62,0.27,0.18,0.09,0.07,2011.0
3769,Wet,Shooter,M,PS3,Bethesda Softworks,Artificial Mind and Movement,6.9,0.62,0.22,0.27,0.01,0.11,2009.0
3773,Fire Emblem: Shadow Dragon,Strategy,E10,DS,Nintendo,Intelligent Systems,8.2,0.61,0.29,0.03,0.27,0.03,2009.0
3776,Vanquish,Shooter,M,PS3,Sega,PlatinumGames,8.5,0.61,0.21,0.22,0.11,0.08,2010.0
3777,Samurai Warriors 2,Action,T,PS2,KOEI,Omega Force,5.6,0.61,0.02,0.02,0.57,0.01,2006.0
3784,Sacred 2: Fallen Angel,Role-Playing,M,PS3,CDV Software Entertainment,Ascaron Entertainment,7.1,0.61,0.22,0.23,0.08,0.09,2009.0
3803,Final Fantasy IV Advance,Role-Playing,E10,GBA,Square Enix,Square Enix,8.6,0.61,0.27,0.1,0.22,0.01,2005.0
3824,Wave Race: Blue Storm,Racing,E,GC,Nintendo,Nintendo Software Technology Corporation,8.4,0.6,0.4,0.1,0.09,0.02,2001.0
3831,Okami,Adventure,T,Wii,Capcom,Ready at Dawn Studios,9.0,0.6,0.43,0.09,0.04,0.05,2008.0
3834,Suikoden,Role-Playing,E,PS,Konami,Konami,8.2,0.6,0.21,0.14,0.21,0.04,1996.0
3835,Muramasa: The Demon Blade,Role-Playing,T,Wii,Ignition Entertainment,Vanillaware,8.0,0.6,0.32,0.13,0.11,0.04,2009.0
3841,Call of Juarez: Bound in Blood,Shooter,M,X360,Ubisoft,Techland,7.6,0.6,0.3,0.24,0.0,0.06,2009.0
3874,PGR3 - Project Gotham Racing 3,Racing,E10,X360,Microsoft Game Studios,Bizarre Creations,8.8,0.6,0.49,0.03,0.03,0.05,2005.0
3893,Final Fantasy Anniversary Edition,Role-Playing,E10,PSP,Square Enix,Square Enix,7.4,0.59,0.39,0.02,0.13,0.05,2007.0
3897,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,PS3,Konami Digital Entertainment,Kojima Productions,8.5,0.59,0.13,0.13,0.28,0.05,2014.0
3899,Kane & Lynch 2: Dog Days,Shooter,M,PS3,Square Enix,IO Interactive,6.3,0.59,0.17,0.28,0.05,0.1,2010.0
3900,2002 FIFA World Cup,Sports,E,PS2,EA Sports,EA Canada,7.9,0.59,0.21,0.17,0.16,0.06,2002.0
3916,Dead or Alive Xtreme Beach Volleyball,Sports,M,XB,Tecmo,Team Ninja,6.6,0.59,0.36,0.08,0.14,0.02,2003.0
3921,WarioWare D.I.Y.,Misc,E,DS,Nintendo,Intelligent Systems,8.3,0.59,0.17,0.18,0.2,0.04,2010.0
3922,Shin Megami Tensei IV,Role-Playing,M,3DS,Atlus,Atlus,8.3,0.59,0.28,0.0,0.27,0.03,2013.0
3923,Silent Hill: Shattered Memories,Adventure,M,PS2,Konami,Climax Group,8.0,0.59,0.13,0.22,0.01,0.23,2010.0
3925,Madden NFL 06,Sports,E,X360,EA Sports,EA Tiburon,7.7,0.59,0.54,0.0,0.01,0.03,2005.0
3927,Blur,Racing,E10,X360,Activision,Bizarre Creations,8.3,0.59,0.25,0.27,0.0,0.06,2010.0
